Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Bin 18,Bin 19,Bin 20,Bin 21,Bin 22,Bin 23,Bin 24,Bin 25,Bin 26,Bin 27,Bin 28,Bin 29,Bin 30,Bin 31,Bin 32,Bin 33,Bin 34,Bin 35,Bin 36,Bin 37,Bin 38,Bin 39,Bin 40,Bin 41,Bin 42,Bin 43,Bin 44,Bin 45,Bin 46,Bin 47,Bin 48,Bin 49,Bin 50,Bin 51,Bin 52,Bin 53,Bin 54,Bin 55,Bin 56,Bin 57,Bin 58,Contrast,Dissimilarity,Homogenity,Energy,Correlation,ASM,Ring 1,Ring 2,Ring 3,Ring 4,Ring 5,Ring 6,Ring 7,Ring 8,Ring 9,Ring 10,Ring 11,Ring 12,Ring 13,Ring 14,Ring 15,Ring 16,Ring 17,Ring 18,Ring 19,Ring 20,Ring 21,Ring 22,Ring 23,Ring 24,Ring 25,Ring 26,Ring 27,Ring 28,Ring 29,Ring 30,Ring 31,Entropy,Mean,Median,Std Deviation,Kurtosis,Skewness,Person
0.0349737083,0,0,0,0,0,0.1283750572,0,0,0,0,0,0.0792295382,0,0,0,0,0,0,0.4215906493,0,0,0,0,0,0.9627714906,0,0,0,0,0,0,0.8499771376,0,0,0,0,0,0.2440700732,0,0,0,0,0,0,0.2276606081,0,0,0,0,0,3.1887402835,0,0,0,0,0,0.3070558985,1256.16544516,12.1506042197,0.5597525954,0.4856822495,0.9361522237,0.2358872475,0.2725111452,0.2834351245,0.4101747354,0.3148998124,0.4621967927,0.401930331,0.4245257096,0.2954740252,0.3200097255,0.4282530499,0.4256721124,0.4966555228,0.4189941914,0.3833563548,0.3328476198,0.361049308,0.3171657531,0.4205070395,0.425963149,0.3743462065,0.3033087618,0.3490393974,0.3241984242,0.3918519599,0.3617197374,0.3418762879,0.3082229993,0.3370319176,0.3463218153,0.4021920375,0.3595886347,13.9577,1.39021,1.99608,0.774108,-1.3621509429,-1.3621509429,3
0.0517975537,0,0,0,0,0,0.1529063786,0,0,0,0,0,0.1116340878,0,0,0,0,0,0,0.5521204847,0,0,0,0,0,1.0327189072,0,0,0,0,0,0,1.1207333105,0,0,0,0,0,0.3349851395,0,0,0,0,0,0,0.3271119113,0,0,0,0,0,2.3951188843,0,0,0,0,0,0.3653177869,1258.46251225,13.2248350643,0.4455883096,0.3363742438,0.9373107586,0.1131476319,0.2913164058,0.2688107112,0.2324153586,0.4626434294,0.3948090556,0.4489007474,0.4055790495,0.3377757151,0.3291260837,0.343508385,0.4205347478,0.4336331023,0.473287903,0.3421982564,0.3522325106,0.3626655566,0.3981593614,0.3746791382,0.2675453378,0.4212442824,0.4008552118,0.2962353276,0.3740189389,0.3541462845,0.3065013722,0.4052523884,0.4231493844,0.2878980172,0.3454936537,0.3338382558,0.3138337014,0,1.23557,1.27843,0.781191,-1.5848523749,-1.5848523749,3
0.0442558299,0,0,0,0,0,0.1534036351,0,0,0,0,0,0.0846164838,0,0,0,0,0,0,0.4025291495,0,0,0,0,0,0.8513860311,0,0,0,0,0,0,0.8221307727,0,0,0,0,0,0.2324674211,0,0,0,0,0,0,0.2320530407,0,0,0,0,0,3.2723622542,0,0,0,0,0,0.3492398262,1252.49197204,12.0502710824,0.5702719729,0.49540162,0.9339939156,0.2454227651,0.2789383426,0.2571516965,0.4485632675,0.5386767313,0.534050086,0.3707147303,0.3709933304,0.4167769802,0.5305368962,0.458093492,0.4942054254,0.3644050696,0.274304602,0.3973042142,0.4167054188,0.4155825278,0.3079768103,0.3285688477,0.4017100341,0.4840219564,0.446437644,0.4590293604,0.3426097002,0.4978815257,0.4880770085,0.3325018882,0.3561145778,0.4787652258,0.3649118075,0.3576794083,0.2797317894,13.9789,1.4219,1.99608,0.759896,-1.2504029117,-1.2504029117,3
0.03663123,0,0,0,0,0,0.1379886831,0,0,0,0,0,0.079063786,0,0,0,0,0,0,0.4175297211,0,0,0,0,0,0.9532407407,0,0,0,0,0,0,0.856109968,0,0,0,0,0,0.242909808,0,0,0,0,0,0,0.2315557842,0,0,0,0,0,3.1589877686,0,0,0,0,0,0.3304269547,1255.06406689,12.1770331178,0.5539277299,0.4803111332,0.9367027583,0.2306987847,0.26763893,0.2996622687,0.3963816697,0.3114218257,0.4795599571,0.3929111326,0.4467265295,0.3247337964,0.3083407419,0.3097769629,0.2970112991,0.3938522823,0.4293570525,0.443321229,0.4875910152,0.4107239571,0.4184406531,0.3481978634,0.3615077196,0.2989732586,0.2307875033,0.2539260526,0.2441979213,0.2965422487,0.3603886941,0.3259726778,0.3097525846,0.3291777127,0.2847898115,0.2892638135,0.2731011982,13.9531,1.38359,1.99412,0.77705,-1.3868540324,-1.3868540324,3
0.0345593278,0,0,0,0,0,0.1389003201,0,0,0,0,0,0.0791466621,0,0,0,0,0,0,0.4346021948,0,0,0,0,0,0.9210848194,0,0,0,0,0,0,0.833982053,0,0,0,0,0,0.2369427298,0,0,0,0,0,0,0.2298153864,0,0,0,0,0,3.2121113397,0,0,0,0,0,0.3232996113,1242.7659808,11.9874322294,0.5615021982,0.4880154096,0.9380311261,0.23815904,0.353873065,0.1863027295,0.432644101,0.3788903526,0.5225750616,0.2780672152,0.4668418908,0.3602571569,0.3386280879,0.4108857213,0.4835091626,0.5545232366,0.4555580089,0.5094436865,0.5072603796,0.4214133032,0.3102630085,0.2890015626,0.2868590089,0.3159362654,0.2834316657,0.3287244739,0.3075609164,0.4282249401,0.312462449,0.277392902,0.2882554768,0.4095794307,0.4035561158,0.2932388999,0.2671360032,13.9484,1.37805,1.99608,0.78148,-1.4225552593,-1.4225552593,3
0.0353880887,0,0,0,0,0,0.1286236854,0,0,0,0,0,0.1052526292,0,0,0,0,0,0,0.4873942615,0,0,0,0,0,1.0907321674,0,0,0,0,0,0,0.9379086648,0,0,0,0,0,0.2604795382,0,0,0,0,0,0,0.2148148148,0,0,0,0,0,2.9058842021,0,0,0,0,0,0.2779663923,1205.33870272,13.0656084656,0.4978453135,0.4064003177,0.9374310306,0.1651612183,0.277822066,0.2828164322,0.3428410964,0.4627430847,0.4234021005,0.3763915707,0.3795008708,0.3274187956,0.2277072939,0.3722655205,0.3040131057,0.5738680592,0.6101719416,0.4910283425,0.3932863587,0.4596672735,0.3666616802,0.4186272761,0.4626577967,0.429976476,0.3824930087,0.344003084,0.4174752312,0.3812174657,0.3548806755,0.3216777071,0.2547870415,0.323902259,0.2972270359,0.2710609064,0.3926545207,0,1.30266,1.65588,0.765981,-1.4397967041,-1.4397967041,4
0.0899205533,0,0,0,0,0,0.2978566529,0,0,0,0,0,0.186056813,0,0,0,0,0,0,0.6509087792,0,0,0,0,0,1.1001800412,0,0,0,0,0,0,1.1151806127,0,0,0,0,0,0.4146290581,0,0,0,0,0,0,0.4142146776,0,0,0,0,0,1.5294781664,0,0,0,0,0,0.6460190901,1223.88532236,15.0608661572,0.3252981283,0.2246309445,0.9334291324,0.0504590612,0.2467055732,0.5146297746,0.3141981404,0.3748189758,0.508577345,0.5133409597,0.5164413814,0.5117302733,0.3886116758,0.4738350638,0.4255175045,0.4444335338,0.5474343523,0.5992006416,0.5928877428,0.490392146,0.4382414956,0.4698113036,0.4029967672,0.3065652439,0.3696368365,0.2837197894,0.3004315397,0.2684986871,0.322695023,0.3090112181,0.3314930645,0.3415651321,0.278389044,0.2463685939,0.3403209064,0,1.30219,1.67059,0.74741,-1.4451634576,-1.4451634576,4
0.100280064,0,0,0,0,0,0.2845964792,0,0,0,0,0,0.2099251257,0,0,0,0,0,0,0.7176240283,0,0,0,0,0,1.1601823274,0,0,0,0,0,0,1.1760945359,0,0,0,0,0,0.4429726795,0,0,0,0,0,0,0.4109825103,0,0,0,0,0,1.3066243713,0,0,0,0,0,0.6351623228,1163.57167679,15.6523090992,0.2897551514,0.1931865083,0.9323997074,0.037321027,0.2797066308,0.5243747174,0.391144334,0.2849116985,0.3769882213,0.4440837597,0.3791411662,0.367283356,0.5098107257,0.5530666739,0.3862933253,0.5234674521,0.4914983448,0.566390225,0.5352105989,0.5054001083,0.4290615359,0.4604592487,0.44561675,0.4096085259,0.4616978868,0.4408133628,0.4239132918,0.290342106,0.3064598415,0.476656032,0.4800092869,0.3512574781,0.403826113,0.3866796991,0.2813965968,0,1.30235,1.58235,0.723402,-1.3400421356,-1.3400421356,4
0.0294210105,0,0,0,0,0,0.1014403292,0,0,0,0,0,0.0922410837,0,0,0,0,0,0,0.4375857339,0,0,0,0,0,1.1794095793,0,0,0,0,0,0,0.7763831733,0,0,0,0,0,0.2027149063,0,0,0,0,0,0,0.1673268176,0,0,0,0,0,3.2416152263,0,0,0,0,0,0.2163065844,880.396956039,12.5167548501,0.541953225,0.490208386,0.9370027963,0.2403042617,0.305099769,0.4826966424,0.2286775314,0.2851424741,0.4117483353,0.419733495,0.4239491117,0.6302910752,0.5195326434,0.4831001855,0.5706748412,0.5006266999,0.4707630157,0.4088495593,0.4146720366,0.4256377286,0.4103785063,0.4112206915,0.3653960901,0.3109830118,0.2968800213,0.3657228984,0.3574747359,0.3605334172,0.3565494646,0.343085661,0.3033380729,0.3106898374,0.3104886638,0.312243905,0.2855553041,14.0688,1.48477,1.99608,0.653682,-0.6026289592,-0.6026289592,4
0.0888431642,0,0,0,0,0,0.2732424554,0,0,0,0,0,0.1847307956,0,0,0,0,0,0,0.6910208048,0,0,0,0,0,1.1499885688,0,0,0,0,0,0,1.1487454275,0,0,0,0,0,0.4302097622,0,0,0,0,0,0,0.4044352995,0,0,0,0,0,1.447099337,0,0,0,0,0,0.6261288294,1178.64602521,15.0429681886,0.3157130916,0.2176712101,0.9316082107,0.0473807557,0.262991411,0.5258826642,0.3396178913,0.4837274287,0.442864407,0.6224611304,0.5088063971,0.5316126529,0.2647237727,0.4558865234,0.5096766735,0.2880719707,0.3834916971,0.3424317226,0.3777460835,0.3192506821,0.3144474488,0.2979334092,0.5598400034,0.5453012179,0.4714807195,0.498605503,0.478898368,0.3811724386,0.3504686169,0.4586328751,0.4099194896,0.3582657439,0.3670213994,0.3380687668,0.2882392742,0,1.32218,1.62941,0.723781,-1.3277036349,-1.3277036349,4
0.1008601966,0,0,0,0,0,0.2866683813,0,0,0,0,0,0.2074388432,0,0,0,0,0,0,0.7147233653,0,0,0,0,0,1.1796582076,0,0,0,0,0,0,1.16266861,0,0,0,0,0,0.443469936,0,0,0,0,0,0,0.4041037952,0,0,0,0,0,1.3023976909,0,0,0,0,0,0.6424554184,1166.50486642,15.9114899732,0.2877205713,0.1932786801,0.9319567703,0.0373566482,0.2915513424,0.5210515303,0.3577334774,0.3089494858,0.4427839408,0.4625922771,0.514493521,0.5110536999,0.3147234905,0.5893324206,0.6050157657,0.5093849344,0.429703215,0.4669841017,0.5108356516,0.4884030658,0.4187447696,0.3605915358,0.271070586,0.2510038359,0.341087914,0.319081477,0.2974685979,0.3071225599,0.2907121674,0.2662344885,0.3215747169,0.3350198508,0.3995350047,0.374799836,0.3171833531,0,1.30517,1.58824,0.721911,-1.3481882727,-1.3481882727,4
0.100280064,0,0,0,0,0,0.2845964792,0,0,0,0,0,0.2099251257,0,0,0,0,0,0,0.7176240283,0,0,0,0,0,1.1601823274,0,0,0,0,0,0,1.1760945359,0,0,0,0,0,0.4429726795,0,0,0,0,0,0,0.4109825103,0,0,0,0,0,1.3066243713,0,0,0,0,0,0.6351623228,1163.57167679,15.6523090992,0.2897551514,0.1931865083,0.9323997074,0.037321027,0.2797066308,0.5243747174,0.391144334,0.2849116985,0.3769882213,0.4440837597,0.3791411662,0.367283356,0.5098107257,0.5530666739,0.3862933253,0.5234674521,0.4914983448,0.566390225,0.5352105989,0.5054001083,0.4290615359,0.4604592487,0.44561675,0.4096085259,0.4616978868,0.4408133628,0.4239132918,0.290342106,0.3064598415,0.476656032,0.4800092869,0.3512574781,0.403826113,0.3866796991,0.2813965968,0,1.30235,1.58235,0.723402,-1.3400421356,-1.3400421356,4
0.0493112711,0,0,0,0,0,0.186056813,0,0,0,0,0,0.139811957,0,0,0,0,0,0,0.6291123685,0,0,0,0,0,1.3290837906,0,0,0,0,0,0,1.1978080704,0,0,0,0,0,0.4061756973,0,0,0,0,0,0,0.2943758573,0,0,0,0,0,1.858744856,0,0,0,0,0,0.3539637631,903.17657587,12.0916976942,0.3684063695,0.2338980271,0.945742637,0.0547082871,0.4780521915,0.5924821063,0.4273999587,0.3554202898,0.2687777785,0.4500057922,0.4008952902,0.4405265756,0.4629890677,0.4298867596,0.4241614534,0.4701217061,0.3613863133,0.4165404977,0.4087749792,0.3933091612,0.5496684052,0.5436520053,0.4536641842,0.3627358646,0.3332266293,0.3678401572,0.2285906681,0.2378088451,0.3024741427,0.3176796428,0.3777001438,0.351196631,0.3419572939,0.3981547834,0.4227413493,0,1.0154,0.717647,0.714704,-1.4758973214,-1.4758973214,4
0.0948102423,0,0,0,0,0,0.2887402835,0,0,0,0,0,0.1991512346,0,0,0,0,0,0,0.6943358482,0,0,0,0,0,1.1536351166,0,0,0,0,0,0,1.145347508,0,0,0,0,0,0.4385802469,0,0,0,0,0,0,0.4070873342,0,0,0,0,0,1.3761574074,0,0,0,0,0,0.6465992227,1159.67556339,15.3557253903,0.3008457361,0.2031354017,0.9347616547,0.0412639914,0.2684101262,0.527345994,0.4141524618,0.3293700613,0.337730917,0.5778465922,0.4661666759,0.4850230759,0.3692617714,0.3825698518,0.3455986671,0.5415787427,0.4941455947,0.4550205517,0.3383867425,0.366530066,0.3726215864,0.4159597056,0.4634253407,0.4083713811,0.4830061684,0.4252819069,0.4055861595,0.2301002322,0.3642510965,0.3798884426,0.4215793846,0.3500340185,0.4438370353,0.4172183233,0.4201752594,0,1.29651,1.6,0.735098,-1.3885271,-1.3885271,4
0.0875171468,0,0,0,0,0,0.2806184271,0,0,0,0,0,0.1852280521,0,0,0,0,0,0,0.671047668,0,0,0,0,0,1.1141860997,0,0,0,0,0,0,1.1305955647,0,0,0,0,0,0.4336905578,0,0,0,0,0,0,0.3954846822,0,0,0,0,0,1.5034550755,0,0,0,0,0,0.6426211706,1232.4021164,15.2104774969,0.3206151836,0.2198622378,0.9323469596,0.0483394036,0.288883298,0.5030017891,0.2928711749,0.3982873157,0.5249969086,0.4052757353,0.3683486771,0.4045629687,0.3185528834,0.3824211546,0.2994467701,0.5217204516,0.5310741624,0.4597584488,0.462023352,0.4955606277,0.5075724147,0.4128060567,0.4257064453,0.3820692805,0.4053485329,0.4148245334,0.4317142166,0.3976669769,0.3171276738,0.3557216119,0.3533506861,0.3501291136,0.3815522959,0.3681056208,0.3328779982,0,1.30005,1.63922,0.744158,-1.4284710445,-1.4284710445,4
0.0933184728,0,0,0,0,0,0.2961162551,0,0,0,0,0,0.1829075217,0,0,0,0,0,0,0.6833133288,0,0,0,0,0,1.118329904,0,0,0,0,0,0,1.1862054184,0,0,0,0,0,0.4378343621,0,0,0,0,0,0,0.4070044582,0,0,0,0,0,1.3569301555,0,0,0,0,0,0.6824845679,1195.01003331,15.1518061271,0.3031404775,0.199575419,0.9354513301,0.0398303479,0.2364152862,0.4950401185,0.3861530149,0.4428977165,0.4179048926,0.5260189101,0.5017839302,0.4756113485,0.3381518111,0.4386532511,0.4459782847,0.3769809801,0.4056787768,0.3118255,0.4368749805,0.4447636905,0.4741966318,0.2876109199,0.3412621569,0.2559905679,0.4036331345,0.3652060358,0.3521058827,0.3851794232,0.3469577584,0.3334550225,0.3769582458,0.2741331659,0.2337855422,0.2798417833,0.4092921703,0,1.28298,1.62157,0.750241,-1.4807613881,-1.4807613881,4
0.0752514861,0,0,0,0,0,0.2821930727,0,0,0,0,0,0.1962505716,0,0,0,0,0,0,0.8358053269,0,0,0,0,0,1.5631258573,0,0,0,0,0,0,1.4032578875,0,0,0,0,0,0.5628114998,0,0,0,0,0,0,0.3843792867,0,0,0,0,0,0.666157979,0,0,0,0,0,0.4752114769,581.374054478,12.1638643935,0.1851656305,0.0316181765,0.9637599268,0.0009997091,0.323070717,0.3196102214,0.3833955489,0.2875615263,0.3408343595,0.2861308144,0.2943549943,0.3250020402,0.4405798771,0.4323599601,0.4001545565,0.3920207999,0.3562796095,0.3348931521,0.3342949682,0.2795683122,0.3164412372,0.323396617,0.2227685329,0.3467719318,0.3327569861,0.2350642719,0.2621861736,0.367291394,0.2947497151,0.3183388234,0.2834921645,0.2854452537,0.2689824699,0.2695885147,0.3559289147,0,0.834069,0.511765,0.700332,-1.2191230067,-1.2191230067,5
0.0300011431,0,0,0,0,0,0.1091478052,0,0,0,0,0,0.0787322817,0,0,0,0,0,0,0.3571959305,0,0,0,0,0,0.8334847965,0,0,0,0,0,0,0.6659922268,0,0,0,0,0,0.1834047782,0,0,0,0,0,0,0.1826588935,0,0,0,0,0,3.7600880201,0,0,0,0,0,0.2437385688,1260.73931674,12.2697106277,0.6285271738,0.5746180119,0.9323818783,0.3301858596,0.2808348672,0.4235977065,0.547636065,0.3453390888,0.48130508,0.5293737084,0.409613214,0.4893617933,0.512164512,0.3282599846,0.3727627339,0.3455693202,0.5338980477,0.4781744979,0.3882573412,0.3700311481,0.4270714063,0.4472469176,0.4295334584,0.473344362,0.3564260974,0.338183029,0.2665587992,0.2828973082,0.3633013568,0.3429690674,0.3696987218,0.3640405629,0.2974967552,0.2499703074,0.2953376124,13.9958,1.46316,2,0.75344,-1.0961110348,-1.0961110348,5
0.0282607453,0,0,0,0,0,0.0958047554,0,0,0,0,0,0.0788151578,0,0,0,0,0,0,0.3498199588,0,0,0,0,0,0.8785693873,0,0,0,0,0,0,0.6333390489,0,0,0,0,0,0.1655864198,0,0,0,0,0,0,0.1550611568,0,0,0,0,0,3.8406435757,0,0,0,0,0,0.2185442387,1209.45324972,12.1472205892,0.6354853108,0.5877372033,0.9257891183,0.3454350201,0.244055369,0.6578855668,0.4841983332,0.4508533944,0.5796111252,0.539737349,0.4700469264,0.5030549677,0.4393636771,0.40645675,0.4486116915,0.3936165161,0.3785021601,0.3565385976,0.5124474724,0.3573044126,0.4086801061,0.3716681301,0.4271198855,0.3960340551,0.3954771467,0.3804757054,0.3724911665,0.403815067,0.3850185219,0.2772110299,0.2128584364,0.2651458134,0.4153006786,0.3760289143,0.3556348449,14.0445,1.51454,2,0.704721,-0.801326471,-0.801326471,5
0.0282607453,0,0,0,0,0,0.0958047554,0,0,0,0,0,0.0788151578,0,0,0,0,0,0,0.3498199588,0,0,0,0,0,0.8785693873,0,0,0,0,0,0,0.6333390489,0,0,0,0,0,0.1655864198,0,0,0,0,0,0,0.1550611568,0,0,0,0,0,3.8406435757,0,0,0,0,0,0.2185442387,1209.45324972,12.1472205892,0.6354853108,0.5877372033,0.9257891183,0.3454350201,0.244055369,0.6578855668,0.4841983332,0.4508533944,0.5796111252,0.539737349,0.4700469264,0.5030549677,0.4393636771,0.40645675,0.4486116915,0.3936165161,0.3785021601,0.3565385976,0.5124474724,0.3573044126,0.4086801061,0.3716681301,0.4271198855,0.3960340551,0.3954771467,0.3804757054,0.3724911665,0.403815067,0.3850185219,0.2772110299,0.2128584364,0.2651458134,0.4153006786,0.3760289143,0.3556348449,14.0445,1.51454,2,0.704721,-0.801326471,-0.801326471,5
0.0295038866,0,0,0,0,0,0.0984567901,0,0,0,0,0,0.0816329447,0,0,0,0,0,0,0.369212963,0,0,0,0,0,0.8435128029,0,0,0,0,0,0,0.6730366941,0,0,0,0,0,0.1759459305,0,0,0,0,0,0,0.1652549154,0,0,0,0,0,3.7706961591,0,0,0,0,0,0.237191358,1244.97951532,12.316375988,0.6260310719,0.5761277744,0.9248915147,0.3319232124,0.2453781915,0.4713689538,0.499233691,0.4630676151,0.4912191549,0.5258613617,0.4877040883,0.5345985826,0.5007686429,0.5089280569,0.4619926822,0.4337718562,0.401183016,0.3816156977,0.3902273102,0.3912122989,0.3360283826,0.4336466899,0.3837608547,0.3090064883,0.2737053918,0.3490785634,0.3279133583,0.2954189889,0.3680501375,0.3694715413,0.3139778066,0.3156298586,0.2874310926,0.3843586512,0.3800382344,14.0379,1.50177,2,0.710648,-0.8729268648,-0.8729268648,5
0.0290895062,0,0,0,0,0,0.0975451532,0,0,0,0,0,0.0821302012,0,0,0,0,0,0,0.3551240283,0,0,0,0,0,0.8366340878,0,0,0,0,0,0,0.6393890032,0,0,0,0,0,0.1756144262,0,0,0,0,0,0,0.1541495199,0,0,0,0,0,3.8465277778,0,0,0,0,0,0.2282407407,1210.18100464,12.0052910053,0.6342134233,0.58566125,0.9277490265,0.3429990998,0.2390132547,0.510122071,0.563517026,0.4815062773,0.5666194884,0.6425772278,0.4407622438,0.6142626,0.3949363651,0.3983546473,0.395151428,0.4742883071,0.4307178124,0.4205215019,0.3828960998,0.4042572952,0.3970586579,0.386131489,0.4357050376,0.3421917242,0.2853187858,0.3938994698,0.3951262487,0.3451671575,0.2992127279,0.3719679609,0.3301414011,0.3665260398,0.3622262205,0.3218815354,0.2830689758,14.0352,1.5014,2,0.714377,-0.8823624777,-0.8823624777,5
0.0311614083,0,0,0,0,0,0.1066615226,0,0,0,0,0,0.0831247142,0,0,0,0,0,0,0.3450960219,0,0,0,0,0,0.8601708962,0,0,0,0,0,0,0.6246370599,0,0,0,0,0,0.1698131001,0,0,0,0,0,0,0.1584590764,0,0,0,0,0,3.8259745085,0,0,0,0,0,0.2393461363,1215.12536416,12.2220001306,0.6323323898,0.5849183253,0.9282968703,0.3421294473,0.232119681,0.4054728015,0.5943904837,0.4622224369,0.4776492901,0.3942698291,0.4464142201,0.3926106302,0.4715145166,0.4965453216,0.4429253073,0.3978429135,0.343197179,0.4908111362,0.4400076726,0.3446971755,0.518430779,0.4473514891,0.3719803896,0.4297986127,0.3577724498,0.3530198937,0.3442109807,0.4174262914,0.3604388099,0.3356987425,0.2599584385,0.2984565613,0.311231729,0.319394894,0.2833514973,14.0316,1.49776,2,0.718479,-0.9113211556,-0.9113211556,5
0.0294210105,0,0,0,0,0,0.1011088249,0,0,0,0,0,0.080969936,0,0,0,0,0,0,0.3517261088,0,0,0,0,0,0.8371313443,0,0,0,0,0,0,0.6455218336,0,0,0,0,0,0.1708904893,0,0,0,0,0,0,0.1577960677,0,0,0,0,0,3.832273091,0,0,0,0,0,0.2376057385,1293.2655954,12.8128943759,0.6310113088,0.5857779441,0.9194825386,0.3431357998,0.2593902374,0.4672114785,0.487827232,0.4729215433,0.4924638013,0.4076490283,0.3248086025,0.4883670053,0.4869405864,0.6306686307,0.5502974567,0.4315697588,0.384124018,0.3296495297,0.4165867981,0.4792947618,0.4427211236,0.3615490952,0.4412640664,0.4102380994,0.2991596633,0.386488816,0.3338434,0.2839798786,0.2718316008,0.2566450513,0.3621725956,0.3477546589,0.3338713631,0.352715867,0.3668269273,14.0486,1.51348,2,0.699535,-0.8273818166,-0.8273818166,5
0.0291723823,0,0,0,0,0,0.1016060814,0,0,0,0,0,0.0758316187,0,0,0,0,0,0,0.3621684957,0,0,0,0,0,0.8497285094,0,0,0,0,0,0,0.6403006401,0,0,0,0,0,0.1727966392,0,0,0,0,0,0,0.169647348,0,0,0,0,0,3.8094821674,0,0,0,0,0,0.2337105624,1183.8395323,11.8261022928,0.6305331093,0.5821167324,0.9315727485,0.3388598901,0.2376697139,0.5084650902,0.5987043183,0.4435201307,0.532109443,0.5005073823,0.5276331311,0.4568937446,0.3481113413,0.3512464864,0.4882124784,0.464592667,0.331321506,0.4578594473,0.4362325451,0.429800197,0.4940526632,0.4703097697,0.3518333724,0.3762806503,0.4180985987,0.3951242191,0.4029338861,0.4313344423,0.3608632928,0.415165153,0.402226179,0.3246158194,0.3127279992,0.4088387634,0.4153760607,14.0239,1.48772,2,0.725932,-0.9655938103,-0.9655938103,5
0.0322387974,0,0,0,0,0,0.1360825332,0,0,0,0,0,0.0871027663,0,0,0,0,0,0,0.5000743027,0,0,0,0,0,1.0061156836,0,0,0,0,0,0,1.0110053727,0,0,0,0,0,0.3218078418,0,0,0,0,0,0,0.2524405578,0,0,0,0,0,2.83054984,0,0,0,0,0,0.267026749,590.959579332,8.5431706839,0.5119108972,0.3704284603,0.9740893746,0.1372172442,0.4022033434,0.4677960642,0.3138258392,0.3581345764,0.4171724845,0.3196140271,0.2850404164,0.2558657631,0.4435728196,0.3689697288,0.3042516684,0.3926665783,0.3885785971,0.3386027,0.3017546553,0.3556983163,0.3048280577,0.2427760335,0.2204109621,0.2929088126,0.2942093261,0.269753813,0.319975753,0.3456111855,0.3166976973,0.2607983123,0.3135678078,0.303268577,0.3009356814,0.2511083381,0.2686979368,0,1.07019,0.862745,0.835386,-1.8171960017,-1.8171960017,5
0.0208018976,0,0,0,0,0,0.0855281207,0,0,0,0,0,0.0649748514,0,0,0,0,0,0,0.3450131459,0,0,0,0,0,0.9143718564,0,0,0,0,0,0,0.7353595107,0,0,0,0,0,0.1826588935,0,0,0,0,0,0,0.1546467764,0,0,0,0,0,3.7425182899,0,0,0,0,0,0.198571102,898.163563917,10.2909660984,0.6233717979,0.5648149257,0.9522898758,0.3190159003,0.2465736141,0.4843000112,0.3765705996,0.2991890184,0.533587627,0.4605209665,0.3503604281,0.4638158375,0.3915341723,0.4410739956,0.4358171816,0.4452956336,0.5175528723,0.5186543122,0.5038750102,0.4738745581,0.5427958167,0.4542542306,0.3116211186,0.3049867878,0.5252765995,0.2847022406,0.2828813574,0.3621573315,0.4368433051,0.4483152289,0.3320137601,0.327105193,0.3019489623,0.344428981,0.3805025916,13.9819,1.41977,2,0.757806,-1.2874263255,-1.2874263255,5
0.0406921582,0,0,0,0,0,0.1170210334,0,0,0,0,0,0.0855281207,0,0,0,0,0,0,0.3111168267,0,0,0,0,0,0.632427412,0,0,0,0,0,0,0.6134487883,0,0,0,0,0,0.1655864198,0,0,0,0,0,0,0.1675754458,0,0,0,0,0,4.0542981253,0,0,0,0,0,0.2567501143,1006.59363773,9.5983016526,0.6749324263,0.6172075657,0.9420137337,0.3809451792,0.21286332,0.2892538717,0.4395346324,0.4311297896,0.4878041832,0.3443136204,0.4190434389,0.2729514543,0.4764493629,0.4039028508,0.4319185442,0.4318944739,0.3653611324,0.3196550177,0.316250128,0.3009335913,0.2860123392,0.3571792204,0.3438931609,0.3411587297,0.3922250652,0.3823709039,0.3385788149,0.3590662209,0.3799737518,0.3302172546,0.3425645918,0.3406223177,0.3235957785,0.2897621361,0.2782515874,14.0285,1.50719,2,0.727039,-0.9367068731,-0.9367068731,6
0.030829904,0,0,0,0,0,0.0984567901,0,0,0,0,0,0.0690357796,0,0,0,0,0,0,0.2842649749,0,0,0,0,0,0.5914037494,0,0,0,0,0,0,0.5905749886,0,0,0,0,0,0.1819130087,0,0,0,0,0,0,0.1623542524,0,0,0,0,0,4.1974251257,0,0,0,0,0,0.2381858711,968.533098178,8.5957541316,0.6978165198,0.6386592907,0.9469851277,0.4078856896,0.2276791612,0.2874398658,0.4080628999,0.2881570259,0.3077980485,0.4086278443,0.5734794906,0.3162374268,0.5310411296,0.3943190428,0.4241159994,0.3571085035,0.3660672024,0.6452437838,0.5582282691,0.3584946399,0.3912587089,0.4591742643,0.5097490694,0.3702858268,0.3481605158,0.3461414241,0.2956560562,0.4070790175,0.2541106613,0.3256261517,0.2940438526,0.3421564555,0.3295166965,0.3261052788,0.4282022505,14.013,1.50254,2,0.745902,-1.00336631,-1.00336631,6
